city,city_type,year,country,estimate
"Milford CDP, Massachusetts",gateway,2024,Guatemala,158
"Millers Falls CDP, Massachusetts",gateway,2024,Guatemala,2
"Millis-Clicquot CDP, Massachusetts",gateway,2024,Guatemala,9
"Milton CDP, Massachusetts",gateway,2024,Guatemala,5
"Needham CDP, Massachusetts",gateway,2024,Guatemala,31
New Bedford,gateway,2024,Guatemala,2030
Newton,gateway,2024,Guatemala,138
Northampton,gateway,2024,Guatemala,52
North Attleborough Town,gateway,2024,Guatemala,63
"Norwood CDP, Massachusetts",gateway,2024,Guatemala,32
Peabody,gateway,2024,Guatemala,142
"Pinehurst CDP, Massachusetts",gateway,2024,Guatemala,72
Pittsfield,gateway,2024,Guatemala,68
Quincy,gateway,2024,Guatemala,34
Randolph Town,gateway,2024,Guatemala,94
"Raynham Center CDP, Massachusetts",gateway,2024,Guatemala,11
Revere,gateway,2024,Guatemala,1544
Salem,gateway,2024,Guatemala,87
"Saugus CDP, Massachusetts",gateway,2024,Guatemala,387
Somerville,gateway,2024,Guatemala,163
Southbridge Town,gateway,2024,Guatemala,54
Springfield,gateway,2024,Guatemala,1165
"Stoneham CDP, Massachusetts",gateway,2024,Guatemala,22
"Swampscott CDP, Massachusetts",gateway,2024,Guatemala,206
"Turners Falls CDP, Massachusetts",gateway,2024,Guatemala,80
Waltham,gateway,2024,Guatemala,2546
Watertown,gateway,2024,Guatemala,280
"Wellesley CDP, Massachusetts",gateway,2024,Guatemala,60
"West Dennis CDP, Massachusetts",gateway,2024,Guatemala,32
Weymouth Town,gateway,2024,Guatemala,8
"Winchester CDP, Massachusetts",gateway,2024,Guatemala,55
Winthrop Town,gateway,2024,Guatemala,11
Woburn,gateway,2024,Guatemala,10
Worcester,gateway,2024,Guatemala,1121
"Yarmouth Port CDP, Massachusetts",gateway,2024,Guatemala,7
Massachusetts,gateway,2024,Honduras,13882
Amherst Town,gateway,2024,Honduras,15
"Arlington CDP, Massachusetts",gateway,2024,Honduras,13
"Belmont CDP, Massachusetts",gateway,2024,Honduras,6
Beverly,gateway,2024,Honduras,47
Boston,gateway,2024,Honduras,2153
Braintree Town,gateway,2024,Honduras,13
Bridgewater Town,gateway,2024,Honduras,16
Brockton,gateway,2024,Honduras,392
"Brookline CDP, Massachusetts",gateway,2024,Honduras,27
"Burlington CDP, Massachusetts",gateway,2024,Honduras,28
Cambridge,gateway,2024,Honduras,80
Chelsea,gateway,2024,Honduras,2248
Chicopee,gateway,2024,Honduras,313
"Clinton CDP, Massachusetts",gateway,2024,Honduras,68
"Danvers CDP, Massachusetts",gateway,2024,Honduras,10
Everett,gateway,2024,Honduras,732
Fall River,gateway,2024,Honduras,288
Fitchburg,gateway,2024,Honduras,38
Framingham,gateway,2024,Honduras,70
Gardner,gateway,2024,Honduras,9
Gloucester,gateway,2024,Honduras,39
"Hatfield CDP, Massachusetts",gateway,2024,Honduras,1
Haverhill,gateway,2024,Honduras,137
Lawrence,gateway,2024,Honduras,127
Leominster,gateway,2024,Honduras,55
Lowell,gateway,2024,Honduras,111
Lynn,gateway,2024,Honduras,942
Malden,gateway,2024,Honduras,70
Marlborough,gateway,2024,Honduras,364
"Mashpee Neck CDP, Massachusetts",gateway,2024,Honduras,19
Medford,gateway,2024,Honduras,137
Methuen,gateway,2024,Honduras,209
"Nantucket CDP, Massachusetts",gateway,2024,Honduras,1
"Needham CDP, Massachusetts",gateway,2024,Honduras,15
New Bedford,gateway,2024,Honduras,1180
Newton,gateway,2024,Honduras,60
North Adams,gateway,2024,Honduras,18
"North Falmouth CDP, Massachusetts",gateway,2024,Honduras,12
"North Plymouth CDP, Massachusetts",gateway,2024,Honduras,85
"Norwood CDP, Massachusetts",gateway,2024,Honduras,52
"Ocean Grove CDP, Massachusetts",gateway,2024,Honduras,144
Peabody,gateway,2024,Honduras,55
Pittsfield,gateway,2024,Honduras,20
"Plymouth CDP, Massachusetts",gateway,2024,Honduras,37
Quincy,gateway,2024,Honduras,78
Randolph Town,gateway,2024,Honduras,17
Revere,gateway,2024,Honduras,1588
Salem,gateway,2024,Honduras,35
"Saugus CDP, Massachusetts",gateway,2024,Honduras,123
Somerville,gateway,2024,Honduras,140
Springfield,gateway,2024,Honduras,94
Waltham,gateway,2024,Honduras,24
Watertown,gateway,2024,Honduras,106
"Webster CDP, Massachusetts",gateway,2024,Honduras,4
"Wellesley CDP, Massachusetts",gateway,2024,Honduras,8
"West Concord CDP, Massachusetts",gateway,2024,Honduras,1
Westfield,gateway,2024,Honduras,10
"Wilmington CDP, Massachusetts",gateway,2024,Honduras,8
Winthrop Town,gateway,2024,Honduras,45
Woburn,gateway,2024,Honduras,391
Worcester,gateway,2024,Honduras,60
Massachusetts,gateway,2024,Mexico,13021
"Abington CDP, Massachusetts",gateway,2024,Mexico,13
Agawam Town,gateway,2024,Mexico,32
Amesbury,gateway,2024,Mexico,6
Amherst Town,gateway,2024,Mexico,39
"Arlington CDP, Massachusetts",gateway,2024,Mexico,8
Attleboro,gateway,2024,Mexico,67
Barnstable Town,gateway,2024,Mexico,20
"Belmont CDP, Massachusetts",gateway,2024,Mexico,59
Beverly,gateway,2024,Mexico,20
Boston,gateway,2024,Mexico,2207
"Brewster CDP, Massachusetts",gateway,2024,Mexico,88
Bridgewater Town,gateway,2024,Mexico,8
"Brookline CDP, Massachusetts",gateway,2024,Mexico,157
Cambridge,gateway,2024,Mexico,468
Chelsea,gateway,2024,Mexico,127
"Cochituate CDP, Massachusetts",gateway,2024,Mexico,14
"Danvers CDP, Massachusetts",gateway,2024,Mexico,196
"Dedham CDP, Massachusetts",gateway,2024,Mexico,107
"Devens CDP, Massachusetts",gateway,2024,Mexico,10
"East Harwich CDP, Massachusetts",gateway,2024,Mexico,29
Everett,gateway,2024,Mexico,356
Fall River,gateway,2024,Mexico,260
Fitchburg,gateway,2024,Mexico,144
Framingham,gateway,2024,Mexico,195
Franklin Town,gateway,2024,Mexico,20
Gardner,gateway,2024,Mexico,59
Gloucester,gateway,2024,Mexico,93
"Great Barrington CDP, Massachusetts",gateway,2024,Mexico,21
"Hanscom AFB CDP, Massachusetts",gateway,2024,Mexico,5
Haverhill,gateway,2024,Mexico,72
Holyoke,gateway,2024,Mexico,13
"Hudson CDP, Massachusetts",gateway,2024,Mexico,14
Lawrence,gateway,2024,Mexico,245
"Lenox CDP, Massachusetts",gateway,2024,Mexico,22
Leominster,gateway,2024,Mexico,77
"Lexington CDP, Massachusetts",gateway,2024,Mexico,221
Lowell,gateway,2024,Mexico,207
Lynn,gateway,2024,Mexico,551
"Lynnfield CDP, Massachusetts",gateway,2024,Mexico,7
Malden,gateway,2024,Mexico,545
"Marblehead CDP, Massachusetts",gateway,2024,Mexico,7
Marlborough,gateway,2024,Mexico,139
Medford,gateway,2024,Mexico,163
Methuen,gateway,2024,Mexico,21
"Milford CDP, Massachusetts",gateway,2024,Mexico,17
"Millis-Clicquot CDP, Massachusetts",gateway,2024,Mexico,81
"Needham CDP, Massachusetts",gateway,2024,Mexico,84
New Bedford,gateway,2024,Mexico,435
Newton,gateway,2024,Mexico,228
North Adams,gateway,2024,Mexico,42
Northampton,gateway,2024,Mexico,49
North Attleborough Town,gateway,2024,Mexico,123
"Northborough CDP, Massachusetts",gateway,2024,Mexico,10
"North Brookfield CDP, Massachusetts",gateway,2024,Mexico,5
"North Falmouth CDP, Massachusetts",gateway,2024,Mexico,1
"Norwood CDP, Massachusetts",gateway,2024,Mexico,63
Peabody,gateway,2024,Mexico,11
"Pepperell CDP, Massachusetts",gateway,2024,Mexico,11
Pittsfield,gateway,2024,Mexico,14
Quincy,gateway,2024,Mexico,321
Randolph Town,gateway,2024,Mexico,49
Revere,gateway,2024,Mexico,327
Salem,gateway,2024,Mexico,46
"Salisbury CDP, Massachusetts",gateway,2024,Mexico,5
"Saugus CDP, Massachusetts",gateway,2024,Mexico,23
Somerville,gateway,2024,Mexico,221
"South Ashburnham CDP, Massachusetts",gateway,2024,Mexico,35
Southbridge Town,gateway,2024,Mexico,2
"South Lancaster CDP, Massachusetts",gateway,2024,Mexico,25
Springfield,gateway,2024,Mexico,425
"Stoneham CDP, Massachusetts",gateway,2024,Mexico,19
"Swampscott CDP, Massachusetts",gateway,2024,Mexico,7
"Vineyard Haven CDP, Massachusetts",gateway,2024,Mexico,72
"Wakefield CDP, Massachusetts",gateway,2024,Mexico,19
Waltham,gateway,2024,Mexico,213
Watertown,gateway,2024,Mexico,62
"Wellesley CDP, Massachusetts",gateway,2024,Mexico,35
"Westborough CDP, Massachusetts",gateway,2024,Mexico,10
"West Chatham CDP, Massachusetts",gateway,2024,Mexico,26
"West Dennis CDP, Massachusetts",gateway,2024,Mexico,218
Weymouth Town,gateway,2024,Mexico,38
"Whitinsville CDP, Massachusetts",gateway,2024,Mexico,81
"Wilmington CDP, Massachusetts",gateway,2024,Mexico,11
"Winchendon CDP, Massachusetts",gateway,2024,Mexico,13
"Winchester CDP, Massachusetts",gateway,2024,Mexico,13
Winthrop Town,gateway,2024,Mexico,77
Woburn,gateway,2024,Mexico,106
Worcester,gateway,2024,Mexico,470
Massachusetts,gateway,2024,Nicaragua,1821
"Belmont CDP, Massachusetts",gateway,2024,Nicaragua,9
Boston,gateway,2024,Nicaragua,106
Bridgewater Town,gateway,2024,Nicaragua,21
"Brookline CDP, Massachusetts",gateway,2024,Nicaragua,9
Cambridge,gateway,2024,Nicaragua,7
Chelsea,gateway,2024,Nicaragua,161
Everett,gateway,2024,Nicaragua,104
Framingham,gateway,2024,Nicaragua,67
Haverhill,gateway,2024,Nicaragua,22
Holyoke,gateway,2024,Nicaragua,27
Lawrence,gateway,2024,Nicaragua,135
Lynn,gateway,2024,Nicaragua,81
Malden,gateway,2024,Nicaragua,50
Medford,gateway,2024,Nicaragua,54
Melrose,gateway,2024,Nicaragua,12
Methuen,gateway,2024,Nicaragua,69
Northampton,gateway,2024,Nicaragua,11
Randolph Town,gateway,2024,Nicaragua,44
Revere,gateway,2024,Nicaragua,173
Somerville,gateway,2024,Nicaragua,11
Springfield,gateway,2024,Nicaragua,110
"Swampscott CDP, Massachusetts",gateway,2024,Nicaragua,6
Taunton,gateway,2024,Nicaragua,12
"Walpole CDP, Massachusetts",gateway,2024,Nicaragua,31
Waltham,gateway,2024,Nicaragua,16
Watertown,gateway,2024,Nicaragua,14
Winthrop Town,gateway,2024,Nicaragua,4
Worcester,gateway,2024,Nicaragua,1
Massachusetts,gateway,2024,Panama,1367
Agawam Town,gateway,2024,Panama,13
"Arlington CDP, Massachusetts",gateway,2024,Panama,25
Boston,gateway,2024,Panama,677
Brockton,gateway,2024,Panama,20
"Brookline CDP, Massachusetts",gateway,2024,Panama,2
"Burlington CDP, Massachusetts",gateway,2024,Panama,6
Cambridge,gateway,2024,Panama,19
Chelsea,gateway,2024,Panama,51
Chicopee,gateway,2024,Panama,32
Framingham,gateway,2024,Panama,101
Malden,gateway,2024,Panama,69
Methuen,gateway,2024,Panama,11
"Milton CDP, Massachusetts",gateway,2024,Panama,10
Newton,gateway,2024,Panama,43
Somerville,gateway,2024,Panama,11
Springfield,gateway,2024,Panama,30
"Sturbridge CDP, Massachusetts",gateway,2024,Panama,22
Taunton,gateway,2024,Panama,27
"Wellesley CDP, Massachusetts",gateway,2024,Panama,5
Weymouth Town,gateway,2024,Panama,4
Worcester,gateway,2024,Panama,27
Massachusetts,gateway,2024,Other Central America,3297
Boston,gateway,2024,Other Central America,1254
Cambridge,gateway,2024,Other Central America,125
Chelsea,gateway,2024,Other Central America,919
Everett,gateway,2024,Other Central America,95
Fall River,gateway,2024,Other Central America,24
Fitchburg,gateway,2024,Other Central America,5
"Hanson CDP, Massachusetts",gateway,2024,Other Central America,1
Lynn,gateway,2024,Other Central America,411
Malden,gateway,2024,Other Central America,6
Medford,gateway,2024,Other Central America,5
New Bedford,gateway,2024,Other Central America,31
"Norwood CDP, Massachusetts",gateway,2024,Other Central America,78
Revere,gateway,2024,Other Central America,191
Springfield,gateway,2024,Other Central America,22
Winthrop Town,gateway,2024,Other Central America,112
Massachusetts,gateway,2024,Argentina,3335
"Abington CDP, Massachusetts",gateway,2024,Argentina,17
Agawam Town,gateway,2024,Argentina,96
Amherst Town,gateway,2024,Argentina,42
"Arlington CDP, Massachusetts",gateway,2024,Argentina,52
"Athol CDP, Massachusetts",gateway,2024,Argentina,20
Barnstable Town,gateway,2024,Argentina,55
"Belmont CDP, Massachusetts",gateway,2024,Argentina,55
Beverly,gateway,2024,Argentina,10
Boston,gateway,2024,Argentina,383
Braintree Town,gateway,2024,Argentina,8
"Brookline CDP, Massachusetts",gateway,2024,Argentina,54
Cambridge,gateway,2024,Argentina,453
"Dedham CDP, Massachusetts",gateway,2024,Argentina,11
"East Falmouth CDP, Massachusetts",gateway,2024,Argentina,10
Easthampton,gateway,2024,Argentina,10
Everett,gateway,2024,Argentina,12
"Falmouth CDP, Massachusetts",gateway,2024,Argentina,138
Fitchburg,gateway,2024,Argentina,12
Framingham,gateway,2024,Argentina,113
Franklin Town,gateway,2024,Argentina,14
Gloucester,gateway,2024,Argentina,16
Holyoke,gateway,2024,Argentina,15
Lawrence,gateway,2024,Argentina,15
Leominster,gateway,2024,Argentina,45
"Lexington CDP, Massachusetts",gateway,2024,Argentina,106
Lowell,gateway,2024,Argentina,16
Lynn,gateway,2024,Argentina,6
Malden,gateway,2024,Argentina,46
Marlborough,gateway,2024,Argentina,43
Medford,gateway,2024,Argentina,34
Newton,gateway,2024,Argentina,131
Northampton,gateway,2024,Argentina,26
"Norwood CDP, Massachusetts",gateway,2024,Argentina,13
Peabody,gateway,2024,Argentina,15
Revere,gateway,2024,Argentina,19
Salem,gateway,2024,Argentina,7
"Sharon CDP, Massachusetts",gateway,2024,Argentina,28
Somerville,gateway,2024,Argentina,21
Springfield,gateway,2024,Argentina,17
"Swampscott CDP, Massachusetts",gateway,2024,Argentina,27
Waltham,gateway,2024,Argentina,162
Watertown,gateway,2024,Argentina,41
"Wellesley CDP, Massachusetts",gateway,2024,Argentina,56
West Springfield Town,gateway,2024,Argentina,56
Weymouth Town,gateway,2024,Argentina,29
"Winchester CDP, Massachusetts",gateway,2024,Argentina,53
Worcester,gateway,2024,Argentina,133
Massachusetts,gateway,2024,Bolivia,1246
"Abington CDP, Massachusetts",gateway,2024,Bolivia,27
Amherst Town,gateway,2024,Bolivia,21
Attleboro,gateway,2024,Bolivia,8
Boston,gateway,2024,Bolivia,172
Brockton,gateway,2024,Bolivia,1
"Brookline CDP, Massachusetts",gateway,2024,Bolivia,41
Cambridge,gateway,2024,Bolivia,65
"Cordaville CDP, Massachusetts",gateway,2024,Bolivia,4
"East Pepperell CDP, Massachusetts",gateway,2024,Bolivia,10
"East Sandwich CDP, Massachusetts",gateway,2024,Bolivia,15
"Holbrook CDP, Massachusetts",gateway,2024,Bolivia,18
Lawrence,gateway,2024,Bolivia,83
Leominster,gateway,2024,Bolivia,12
Lynn,gateway,2024,Bolivia,71
Marlborough,gateway,2024,Bolivia,197
Medford,gateway,2024,Bolivia,45
"Salisbury CDP, Massachusetts",gateway,2024,Bolivia,8
Somerville,gateway,2024,Bolivia,25
Waltham,gateway,2024,Bolivia,110
Worcester,gateway,2024,Bolivia,82
Massachusetts,gateway,2024,Brazil,111397
"Abington CDP, Massachusetts",gateway,2024,Brazil,221
Agawam Town,gateway,2024,Brazil,37
Amesbury,gateway,2024,Brazil,18
Amherst Town,gateway,2024,Brazil,215
"Andover CDP, Massachusetts",gateway,2024,Brazil,16
"Arlington CDP, Massachusetts",gateway,2024,Brazil,203
Attleboro,gateway,2024,Brazil,356
"Baldwinville CDP, Massachusetts",gateway,2024,Brazil,3
Barnstable Town,gateway,2024,Brazil,3561
"Bellingham CDP, Massachusetts",gateway,2024,Brazil,105
"Belmont CDP, Massachusetts",gateway,2024,Brazil,117
Beverly,gateway,2024,Brazil,414
"Bliss Corner CDP, Massachusetts",gateway,2024,Brazil,30
Boston,gateway,2024,Brazil,3411
Braintree Town,gateway,2024,Brazil,184
Bridgewater Town,gateway,2024,Brazil,99
Brockton,gateway,2024,Brazil,1835
"Brookline CDP, Massachusetts",gateway,2024,Brazil,435
"Burlington CDP, Massachusetts",gateway,2024,Brazil,121
"Buzzards Bay CDP, Massachusetts",gateway,2024,Brazil,5
Cambridge,gateway,2024,Brazil,1237
Chelsea,gateway,2024,Brazil,638
Chicopee,gateway,2024,Brazil,73
"Clinton CDP, Massachusetts",gateway,2024,Brazil,104
"Cochituate CDP, Massachusetts",gateway,2024,Brazil,118
"Cordaville CDP, Massachusetts",gateway,2024,Brazil,75
"Danvers CDP, Massachusetts",gateway,2024,Brazil,433
"Dedham CDP, Massachusetts",gateway,2024,Brazil,231
"Dennis Port CDP, Massachusetts",gateway,2024,Brazil,97
"Devens CDP, Massachusetts",gateway,2024,Brazil,10
"Dover CDP, Massachusetts",gateway,2024,Brazil,15
"East Brookfield CDP, Massachusetts",gateway,2024,Brazil,4
"East Dennis CDP, Massachusetts",gateway,2024,Brazil,5
Easthampton,gateway,2024,Brazil,51
"East Sandwich CDP, Massachusetts",gateway,2024,Brazil,27
Everett,gateway,2024,Brazil,7079
Fall River,gateway,2024,Brazil,4305
"Falmouth CDP, Massachusetts",gateway,2024,Brazil,163
Fitchburg,gateway,2024,Brazil,549
"Foxborough CDP, Massachusetts",gateway,2024,Brazil,36
Framingham,gateway,2024,Brazil,9107
Franklin Town,gateway,2024,Brazil,99
Gardner,gateway,2024,Brazil,65
Gloucester,gateway,2024,Brazil,711
Greenfield,gateway,2024,Brazil,15
"Hanson CDP, Massachusetts",gateway,2024,Brazil,34
"Harwich Port CDP, Massachusetts",gateway,2024,Brazil,9
Haverhill,gateway,2024,Brazil,360
"Holbrook CDP, Massachusetts",gateway,2024,Brazil,352
"Hopkinton CDP, Massachusetts",gateway,2024,Brazil,96
"Hudson CDP, Massachusetts",gateway,2024,Brazil,889
"Hull CDP, Massachusetts",gateway,2024,Brazil,11
Lawrence,gateway,2024,Brazil,466
Leominster,gateway,2024,Brazil,1513
"Lexington CDP, Massachusetts",gateway,2024,Brazil,255
"Littleton Common CDP, Massachusetts",gateway,2024,Brazil,23
Lowell,gateway,2024,Brazil,4696
Lynn,gateway,2024,Brazil,1106
"Lynnfield CDP, Massachusetts",gateway,2024,Brazil,201
Malden,gateway,2024,Brazil,4677
"Mansfield Center CDP, Massachusetts",gateway,2024,Brazil,61
Marlborough,gateway,2024,Brazil,5515
"Maynard CDP, Massachusetts",gateway,2024,Brazil,240
Medford,gateway,2024,Brazil,1145
Melrose,gateway,2024,Brazil,358
Methuen,gateway,2024,Brazil,444
"Middleborough Center CDP, Massachusetts",gateway,2024,Brazil,123
"Milford CDP, Massachusetts",gateway,2024,Brazil,3307
"Millis-Clicquot CDP, Massachusetts",gateway,2024,Brazil,15
"Milton CDP, Massachusetts",gateway,2024,Brazil,38
"Monument Beach CDP, Massachusetts",gateway,2024,Brazil,141
"Nahant CDP, Massachusetts",gateway,2024,Brazil,19
"Nantucket CDP, Massachusetts",gateway,2024,Brazil,24
"Needham CDP, Massachusetts",gateway,2024,Brazil,113
New Bedford,gateway,2024,Brazil,1020
Newburyport,gateway,2024,Brazil,231
Newton,gateway,2024,Brazil,682
Northampton,gateway,2024,Brazil,79
North Attleborough Town,gateway,2024,Brazil,22
"Northborough CDP, Massachusetts",gateway,2024,Brazil,219
"North Brookfield CDP, Massachusetts",gateway,2024,Brazil,26
"North Falmouth CDP, Massachusetts",gateway,2024,Brazil,37
"North Plymouth CDP, Massachusetts",gateway,2024,Brazil,737
"North Westport CDP, Massachusetts",gateway,2024,Brazil,282
"Norwood CDP, Massachusetts",gateway,2024,Brazil,1124
"Ocean Bluff-Brant Rock CDP, Massachusetts",gateway,2024,Brazil,5
"Oxford CDP, Massachusetts",gateway,2024,Brazil,35
Peabody,gateway,2024,Brazil,1484
"Pinehurst CDP, Massachusetts",gateway,2024,Brazil,12
Pittsfield,gateway,2024,Brazil,51
"Plymouth CDP, Massachusetts",gateway,2024,Brazil,541
"Provincetown CDP, Massachusetts",gateway,2024,Brazil,17
Quincy,gateway,2024,Brazil,1073
Randolph Town,gateway,2024,Brazil,47
"Raynham Center CDP, Massachusetts",gateway,2024,Brazil,30
"Reading CDP, Massachusetts",gateway,2024,Brazil,177
Revere,gateway,2024,Brazil,2492
"Rockport CDP, Massachusetts",gateway,2024,Brazil,88
Salem,gateway,2024,Brazil,655
"Saugus CDP, Massachusetts",gateway,2024,Brazil,680
"Sharon CDP, Massachusetts",gateway,2024,Brazil,20
"Shelburne Falls CDP, Massachusetts",gateway,2024,Brazil,5
"Somerset CDP, Massachusetts",gateway,2024,Brazil,24
Somerville,gateway,2024,Brazil,2269
"South Dennis CDP, Massachusetts",gateway,2024,Brazil,16
"South Lancaster CDP, Massachusetts",gateway,2024,Brazil,156
"South Yarmouth CDP, Massachusetts",gateway,2024,Brazil,727
Springfield,gateway,2024,Brazil,184
"Stoneham CDP, Massachusetts",gateway,2024,Brazil,336
"Sturbridge CDP, Massachusetts",gateway,2024,Brazil,10
"Swampscott CDP, Massachusetts",gateway,2024,Brazil,148
Taunton,gateway,2024,Brazil,914
"Teaticket CDP, Massachusetts",gateway,2024,Brazil,70
"Topsfield CDP, Massachusetts",gateway,2024,Brazil,16
"Townsend CDP, Massachusetts",gateway,2024,Brazil,12
"Turners Falls CDP, Massachusetts",gateway,2024,Brazil,3
"Upton CDP, Massachusetts",gateway,2024,Brazil,52
"Vineyard Haven CDP, Massachusetts",gateway,2024,Brazil,17
"Wakefield CDP, Massachusetts",gateway,2024,Brazil,517
Waltham,gateway,2024,Brazil,561
Watertown,gateway,2024,Brazil,949
"Webster CDP, Massachusetts",gateway,2024,Brazil,171
"Wellesley CDP, Massachusetts",gateway,2024,Brazil,36
"Westborough CDP, Massachusetts",gateway,2024,Brazil,262
"West Dennis CDP, Massachusetts",gateway,2024,Brazil,49
Westfield,gateway,2024,Brazil,2
West Springfield Town,gateway,2024,Brazil,63
"West Yarmouth CDP, Massachusetts",gateway,2024,Brazil,542
Weymouth Town,gateway,2024,Brazil,844
"Whitinsville CDP, Massachusetts",gateway,2024,Brazil,128
"Wilmington CDP, Massachusetts",gateway,2024,Brazil,138
"Winchester CDP, Massachusetts",gateway,2024,Brazil,335
Winthrop Town,gateway,2024,Brazil,72
Woburn,gateway,2024,Brazil,1776
"Woods Hole CDP, Massachusetts",gateway,2024,Brazil,11
Worcester,gateway,2024,Brazil,5856
"Yarmouth Port CDP, Massachusetts",gateway,2024,Brazil,24
Massachusetts,gateway,2024,Chile,3564
"Abington CDP, Massachusetts",gateway,2024,Chile,43
Amherst Town,gateway,2024,Chile,39
"Arlington CDP, Massachusetts",gateway,2024,Chile,61
Barnstable Town,gateway,2024,Chile,80
Beverly,gateway,2024,Chile,5
Boston,gateway,2024,Chile,675
Braintree Town,gateway,2024,Chile,21
Brockton,gateway,2024,Chile,117
"Brookline CDP, Massachusetts",gateway,2024,Chile,93
Cambridge,gateway,2024,Chile,402
"Cochituate CDP, Massachusetts",gateway,2024,Chile,9
"Dedham CDP, Massachusetts",gateway,2024,Chile,4
Everett,gateway,2024,Chile,84
Fitchburg,gateway,2024,Chile,51
Franklin Town,gateway,2024,Chile,16
Gloucester,gateway,2024,Chile,10
"Housatonic CDP, Massachusetts",gateway,2024,Chile,22
"Hudson CDP, Massachusetts",gateway,2024,Chile,39
Lawrence,gateway,2024,Chile,24
Leominster,gateway,2024,Chile,45
"Lexington CDP, Massachusetts",gateway,2024,Chile,10
Lowell,gateway,2024,Chile,20
Lynn,gateway,2024,Chile,101
Malden,gateway,2024,Chile,104
"Maynard CDP, Massachusetts",gateway,2024,Chile,39
Medford,gateway,2024,Chile,23
Melrose,gateway,2024,Chile,42
"Needham CDP, Massachusetts",gateway,2024,Chile,14
Newton,gateway,2024,Chile,70
"North Eastham CDP, Massachusetts",gateway,2024,Chile,10
"Norwood CDP, Massachusetts",gateway,2024,Chile,10
Quincy,gateway,2024,Chile,184
"Raynham Center CDP, Massachusetts",gateway,2024,Chile,19
Revere,gateway,2024,Chile,87
"Rutland CDP, Massachusetts",gateway,2024,Chile,48
Salem,gateway,2024,Chile,14
Somerville,gateway,2024,Chile,64
Springfield,gateway,2024,Chile,85
"Stoneham CDP, Massachusetts",gateway,2024,Chile,20
Taunton,gateway,2024,Chile,14
Waltham,gateway,2024,Chile,71
Watertown,gateway,2024,Chile,28
"Wellesley CDP, Massachusetts",gateway,2024,Chile,89
"West Yarmouth CDP, Massachusetts",gateway,2024,Chile,45
Weymouth Town,gateway,2024,Chile,39
Winthrop Town,gateway,2024,Chile,8
Woburn,gateway,2024,Chile,103
Worcester,gateway,2024,Chile,27
"Yarmouth Port CDP, Massachusetts",gateway,2024,Chile,93
Massachusetts,gateway,2024,Colombia,29829
"Abington CDP, Massachusetts",gateway,2024,Colombia,7
"Adams CDP, Massachusetts",gateway,2024,Colombia,10
Agawam Town,gateway,2024,Colombia,15
Amherst Town,gateway,2024,Colombia,89
"Arlington CDP, Massachusetts",gateway,2024,Colombia,71
Attleboro,gateway,2024,Colombia,84
Barnstable Town,gateway,2024,Colombia,18
"Belmont CDP, Massachusetts",gateway,2024,Colombia,85
Beverly,gateway,2024,Colombia,39
Boston,gateway,2024,Colombia,8136
Braintree Town,gateway,2024,Colombia,55
Bridgewater Town,gateway,2024,Colombia,82
Brockton,gateway,2024,Colombia,257
"Brookline CDP, Massachusetts",gateway,2024,Colombia,201
Cambridge,gateway,2024,Colombia,347
Chelsea,gateway,2024,Colombia,675
Chicopee,gateway,2024,Colombia,135
"Clinton CDP, Massachusetts",gateway,2024,Colombia,1
"Cordaville CDP, Massachusetts",gateway,2024,Colombia,30
"Danvers CDP, Massachusetts",gateway,2024,Colombia,189
"Dedham CDP, Massachusetts",gateway,2024,Colombia,61
"Dennis CDP, Massachusetts",gateway,2024,Colombia,59
"Devens CDP, Massachusetts",gateway,2024,Colombia,8
Easthampton,gateway,2024,Colombia,83
"Essex CDP, Massachusetts",gateway,2024,Colombia,7
Everett,gateway,2024,Colombia,591
Fall River,gateway,2024,Colombia,128
Fitchburg,gateway,2024,Colombia,67
"Forestdale CDP, Massachusetts",gateway,2024,Colombia,48
Framingham,gateway,2024,Colombia,117
Gloucester,gateway,2024,Colombia,4
"Great Barrington CDP, Massachusetts",gateway,2024,Colombia,57
Greenfield,gateway,2024,Colombia,44
"Hatfield CDP, Massachusetts",gateway,2024,Colombia,11
Haverhill,gateway,2024,Colombia,344
"Hingham CDP, Massachusetts",gateway,2024,Colombia,45
"Holbrook CDP, Massachusetts",gateway,2024,Colombia,75
Holyoke,gateway,2024,Colombia,168
"Hudson CDP, Massachusetts",gateway,2024,Colombia,12
Lawrence,gateway,2024,Colombia,185
Leominster,gateway,2024,Colombia,188
"Lexington CDP, Massachusetts",gateway,2024,Colombia,14
"Littleton Common CDP, Massachusetts",gateway,2024,Colombia,18
Lowell,gateway,2024,Colombia,1374
Lynn,gateway,2024,Colombia,1058
"Lynnfield CDP, Massachusetts",gateway,2024,Colombia,116
Malden,gateway,2024,Colombia,339
"Mansfield Center CDP, Massachusetts",gateway,2024,Colombia,68
Marlborough,gateway,2024,Colombia,405
Medford,gateway,2024,Colombia,132
Melrose,gateway,2024,Colombia,120
Methuen,gateway,2024,Colombia,191
"Milford CDP, Massachusetts",gateway,2024,Colombia,49
"Milton CDP, Massachusetts",gateway,2024,Colombia,51
New Bedford,gateway,2024,Colombia,129
Newburyport,gateway,2024,Colombia,12
Newton,gateway,2024,Colombia,165
Northampton,gateway,2024,Colombia,71
"Northborough CDP, Massachusetts",gateway,2024,Colombia,54
"North Plymouth CDP, Massachusetts",gateway,2024,Colombia,56
